,a_score,a_tid,away_percentage,h_score,h_tid,home_percentage,round,season,win_tid,home_last_season_percentage,away_last_season_percentage,home_team_win
5,60,107,1.03491620112,90,112,0.815691158157,R17,2006,112,0.992266795553,1.11962224554,1
6,107,106,0.936657681941,89,103,0.75798816568,R17,2006,106,0.755056179775,1.0014720314,0
7,68,118,1.13413014608,119,111,1.13347763348,R17,2006,111,0.958075904678,1.01446193109,1
0,98,117,1.15212981744,59,115,1.22501906941,R18,2006,117,1.33277962348,1.23958333333,0
1,73,111,1.16231086657,80,103,0.762381747357,R18,2006,103,0.755056179775,0.958075904678,1
2,100,118,1.09292307692,78,114,0.798122065728,R18,2006,118,0.923287671233,1.01446193109,0
3,54,104,1.18106206014,58,101,1.55555555556,R18,2006,101,1.36453526697,0.776907216495,1
4,73,105,0.80866807611,116,116,1.2053030303,R18,2006,116,1.16391509434,0.920069504778,1
5,104,107,1.01314060447,87,102,0.924731182796,R18,2006,107,0.988447319778,1.11962224554,0
6,65,113,0.898489425982,84,112,0.840336134454,R18,2006,112,0.992266795553,0.98160696999,1
7,51,110,0.78233256351,104,106,0.951684678957,R18,2006,106,1.0014720314,0.821752265861,1
0,61,104,1.17211597779,74,105,0.798306772908,R19,2006,105,0.920069504778,0.776907216495,1
1,81,112,0.8573079145,107,117,1.17165149545,R19,2006,117,1.23958333333,0.992266795553,1
2,95,116,1.22541277818,63,111,1.14928292047,R19,2006,116,0.958075904678,1.16391509434,0
3,60,102,0.919572553431,142,114,0.79711751663,R19,2006,114,0.923287671233,0.988447319778,1
4,105,113,0.89246693502,91,118,1.10158543746,R19,2006,113,1.01446193109,0.98160696999,0
5,95,106,0.985837438424,80,101,1.53477218225,R19,2006,106,1.36453526697,1.0014720314,0
6,90,103,0.775401069519,113,110,0.765795206972,R19,2006,110,0.821752265861,0.755056179775,1
7,103,115,1.18168914123,80,107,1.02299564947,R19,2006,115,1.11962224554,1.33277962348,0
0,89,104,1.15693215339,87,113,0.905464480874,R20,2006,104,0.98160696999,0.776907216495,0
1,98,101,1.48588410104,105,118,1.08794247788,R20,2006,118,1.01446193109,1.36453526697,1
2,63,116,1.23763736264,90,107,1.00817757009,R20,2006,107,1.11962224554,1.16391509434,1
3,56,115,1.18737407656,114,106,0.995305164319,R20,2006,106,1.0014720314,1.33277962348,1
4,124,110,0.788681204569,106,105,0.810536491058,R20,2006,110,0.920069504778,0.821752265861,0
5,114,117,1.17912291538,52,102,0.8828125,R20,2006,117,0.988447319778,1.23958333333,0
6,132,111,1.12093308778,82,112,0.85146898803,R20,2006,111,0.992266795553,0.958075904678,0
7,140,114,0.847639484979,95,103,0.77660110943,R20,2006,114,0.755056179775,0.923287671233,0
0,142,115,1.13786650031,92,118,1.0870933893,R21,2006,115,1.01446193109,1.33277962348,0
1,94,111,1.14436002338,94,107,1.02309859155,R21,2006,100,1.11962224554,0.958075904678,0
2,36,112,0.836040609137,58,110,0.808562992126,R21,2006,110,0.821752265861,0.992266795553,1
3,113,105,0.813041495668,129,114,0.877998979071,R21,2006,114,0.923287671233,0.920069504778,1
4,40,102,0.858898721731,97,116,1.2063389392,R21,2006,116,1.16391509434,0.988447319778,1
5,81,101,1.44589937974,95,113,0.908806670141,R21,2006,113,0.98160696999,1.36453526697,1
6,112,103,0.770136599152,156,104,1.15039281706,R21,2006,104,0.776907216495,0.755056179775,1
7,118,106,1.02840909091,61,117,1.21065230401,R21,2006,106,1.23958333333,1.0014720314,0
0,125,105,0.8165374677,147,118,1.056640625,R22,2006,118,1.01446193109,0.920069504778,1
1,173,117,1.16489659027,85,114,0.892374517375,R22,2006,117,0.923287671233,1.23958333333,0
2,94,111,1.13684210526,152,101,1.40944372574,R22,2006,101,1.36453526697,0.958075904678,1
3,72,113,0.9195,151,106,1.05875892367,R22,2006,106,1.0014720314,0.98160696999,1
4,108,115,1.1598820059,57,102,0.8385734397,R22,2006,115,0.988447319778,1.33277962348,0
5,44,103,0.76656428258,136,116,1.23707440101,R22,2006,116,1.16391509434,0.755056179775,1
6,71,112,0.829881656805,139,104,1.16473072862,R22,2006,104,0.776907216495,0.992266795553,1
7,72,107,1.02193686463,133,110,0.82253384913,R22,2006,110,0.821752265861,1.11962224554,1
352,93,115,1.0,62,111,1.0,R01,2007,115,1.09657639244,1.18378995434,0
353,82,104,1.0,79,112,1.0,R01,2007,104,0.809413936317,1.19338422392,0
354,121,113,1.0,105,106,1.0,R01,2007,113,1.09825673534,0.888423988842,0
355,74,117,1.0,73,116,1.0,R01,2007,117,1.28711656442,1.20437566702,0
356,44,110,1.0,69,102,1.0,R01,2007,102,0.82358195623,0.857009345794,1
357,105,105,1.0,74,101,1.0,R01,2007,105,1.42134146341,0.818550020251,0
358,93,107,1.0,113,118,1.0,R01,2007,118,1.0635066728,0.99000999001,1
359,98,114,1.0,115,103,1.0,R01,2007,103,0.741614906832,0.861469933185,1
0,50,115,1.5,102,102,1.56818181818,R02,2007,102,0.82358195623,1.18378995434,1
1,88,116,0.986486486486,72,114,0.852173913043,R02,2007,116,0.861469933185,1.28711656442,0
2,75,104,1.03797468354,87,117,1.01369863014,R02,2007,117,1.20437566702,1.19338422392,1
3,84,103,1.17346938776,162,107,0.823008849558,R02,2007,107,0.99000999001,0.741614906832,1
4,104,112,0.963414634146,122,113,1.15238095238,R02,2007,113,0.888423988842,0.809413936317,1
5,112,106,0.867768595041,122,105,1.41891891892,R02,2007,105,0.818550020251,1.09825673534,1
6,110,101,0.704761904762,72,118,1.21505376344,R02,2007,101,1.0635066728,1.42134146341,0
7,94,111,0.666666666667,116,110,0.63768115942,R02,2007,110,0.857009345794,1.09657639244,1
0,90,114,0.837438423645,115,104,0.94578313253,R03,2007,104,1.19338422392,0.861469933185,1
1,122,105,1.22043010753,125,103,0.765384615385,R03,2007,103,0.741614906832,0.818550020251,1
2,87,101,1.0395480226,63,113,1.16267942584,R03,2007,101,0.888423988842,1.42134146341,0
3,101,117,1.08783783784,70,106,0.893004115226,R03,2007,117,1.09825673534,1.20437566702,0
4,66,118,0.911330049261,116,115,0.871951219512,R03,2007,115,1.18378995434,1.0635066728,1
5,69,102,1.81914893617,96,116,1.10273972603,R03,2007,116,1.28711656442,0.82358195623,1
6,109,107,1.29441624365,57,111,0.746411483254,R03,2007,107,1.09657639244,0.99000999001,0
7,91,110,0.981595092025,70,112,0.897058823529,R03,2007,110,0.809413936317,0.857009345794,0
0,132,118,0.786833855799,100,114,0.817610062893,R04,2007,118,0.861469933185,1.0635066728,0
1,99,105,1.12218649518,68,115,1.12608695652,R04,2007,105,1.18378995434,0.818550020251,0
2,84,113,1.03378378378,66,104,1.0625,R04,2007,113,1.19338422392,0.888423988842,0
3,44,116,1.19534883721,61,101,1.12916666667,R04,2007,101,1.42134146341,1.28711656442,1
4,63,102,1.26315789474,87,112,0.857627118644,R04,2007,112,0.809413936317,0.82358195623,1
5,72,107,1.43307086614,76,110,1.07725321888,R04,2007,110,0.857009345794,0.99000999001,1
6,137,106,0.834302325581,92,111,0.669811320755,R04,2007,106,1.09657639244,1.09825673534,0
7,39,103,0.848167539267,100,117,1.20183486239,R04,2007,117,1.20437566702,0.741614906832,1
0,95,104,0.994117647059,79,105,1.18205804749,R05,2007,104,0.818550020251,1.19338422392,0
1,43,115,0.993920972644,96,113,1.0773480663,R05,2007,113,0.888423988842,1.18378995434,1
2,99,117,1.40856031128,76,114,0.8,R05,2007,117,0.861469933185,1.20437566702,0
3,60,111,0.67032967033,109,116,1.09057971014,R05,2007,116,1.28711656442,1.09657639244,1
4,136,102,1.09386281588,124,103,0.753112033195,R05,2007,102,0.741614906832,0.82358195623,0
5,110,118,0.914081145585,93,110,1.07213114754,R05,2007,118,0.857009345794,1.0635066728,0
6,118,112,0.949720670391,102,107,1.32121212121,R05,2007,112,0.99000999001,0.809413936317,0
7,57,101,1.16901408451,58,106,0.97247706422,R05,2007,106,1.09825673534,1.42134146341,1
0,82,103,0.788025889968,125,115,0.870588235294,R06,2007,115,1.18378995434,0.741614906832,1
1,62,118,0.962890625,77,117,1.38438438438,R06,2007,117,1.20437566702,1.0635066728,1
2,131,110,1.01204819277,96,105,1.11181434599,R06,2007,110,0.818550020251,0.857009345794,0
3,86,104,1.03341288783,62,101,1.13742690058,R06,2007,104,1.42134146341,1.19338422392,0
4,95,116,1.22023809524,111,112,0.995652173913,R06,2007,112,0.809413936317,1.28711656442,1
5,75,106,0.977687626775,120,102,1.09476309227,R06,2007,102,0.82358195623,1.09825673534,1
6,76,113,1.2,71,111,0.647163120567,R06,2007,113,1.09657639244,0.888423988842,0
7,222,107,1.20089285714,65,114,0.794171220401,R06,2007,107,0.861469933185,0.99000999001,0
0,95,105,1.02975206612,117,112,1.02522522523,R07,2007,112,0.809413936317,0.818550020251,1
1,95,103,0.765814266487,119,104,1.079002079,R07,2007,104,1.19338422392,0.741614906832,1
2,75,114,0.649805447471,115,113,1.18067226891,R07,2007,113,0.888423988842,0.861469933185,1
3,100,101,1.05373831776,69,102,1.1743697479,R07,2007,101,0.82358195623,1.42134146341,0
4,71,116,1.12975391499,97,115,0.976331360947,R07,2007,115,1.18378995434,1.28711656442,1
5,70,117,1.36202531646,109,107,1.48148148148,R07,2007,107,0.99000999001,1.20437566702,1
6,106,111,0.68125,112,118,0.942275042445,R07,2007,118,1.0635066728,1.09657639244,1
7,80,110,1.0782778865,96,106,0.908646003263,R07,2007,106,1.09825673534,0.857009345794,1
0,90,114,0.650112866817,99,101,1.10865191147,R08,2007,101,1.42134146341,0.861469933185,1
1,69,106,0.94227994228,94,107,1.49056603774,R08,2007,107,0.99000999001,1.09825673534,1
2,63,102,1.09027777778,127,105,0.994459833795,R08,2007,105,0.818550020251,0.82358195623,1
3,130,103,0.77030162413,147,112,1.05538461538,R08,2007,112,0.809413936317,0.741614906832,1
4,44,115,1.02422145329,72,110,1.03953871499,R08,2007,110,0.857009345794,1.18378995434,1
5,87,113,1.22867513612,118,116,1.05882352941,R08,2007,116,1.28711656442,0.888423988842,1
6,102,104,1.10763888889,135,118,0.959712230216,R08,2007,118,1.0635066728,1.19338422392,1
7,60,111,0.720744680851,137,117,1.20634920635,R08,2007,117,1.20437566702,1.09657639244,1
0,55,115,0.978461538462,101,106,0.917407878018,R09,2007,106,1.09825673534,1.18378995434,1
1,64,117,1.32092198582,99,110,1.07987711214,R09,2007,110,0.857009345794,1.20437566702,1
2,105,101,1.1073253833,86,103,0.786917740337,R09,2007,101,0.741614906832,1.42134146341,0
3,92,105,1.07643312102,84,114,0.67614213198,R09,2007,105,0.861469933185,0.818550020251,0
4,120,104,1.04078762307,87,102,0.98293029872,R09,2007,104,0.82358195623,1.19338422392,0
5,100,116,1.09984152139,57,118,1.00627352572,R09,2007,116,1.0635066728,1.28711656442,0
6,79,112,1.06794871795,78,111,0.677165354331,R09,2007,112,1.09657639244,0.809413936317,0
7,116,107,1.47699386503,60,113,1.14200298954,R09,2007,107,0.888423988842,0.99000999001,0
0,94,106,0.977434679335,103,104,1.07769423559,R10,2007,104,1.19338422392,1.09825673534,1
1,55,112,1.06293706294,121,117,1.22021116139,R10,2007,117,1.20437566702,0.809413936317,1
2,72,101,1.12184249629,89,111,0.702479338843,R10,2007,111,1.09657639244,1.42134146341,1
3,74,105,1.07825086306,73,116,1.15406976744,R10,2007,105,1.28711656442,0.818550020251,0
4,73,102,0.94532199271,73,114,0.696378830084,R10,2007,100,0.861469933185,0.82358195623,0
5,109,110,1.12167832168,75,113,1.04968152866,R10,2007,110,0.888423988842,0.857009345794,0
6,128,118,0.957636566332,138,103,0.789946140036,R10,2007,103,0.741614906832,1.0635066728,1
7,125,107,1.5154494382,65,115,0.920106524634,R10,2007,107,1.18378995434,0.99000999001,0
0,94,117,1.29526462396,95,105,1.07324840764,R11,2007,105,0.818550020251,1.20437566702,1
1,75,116,1.13779527559,66,110,1.15316455696,R11,2007,116,0.857009345794,1.28711656442,0
2,95,118,0.953623188406,72,102,0.949776785714,R11,2007,118,0.82358195623,1.0635066728,0
3,102,113,1.00559284116,141,103,0.819645732689,R11,2007,103,0.741614906832,0.888423988842,1
4,69,107,1.54954954955,62,101,1.08530183727,R11,2007,107,1.42134146341,0.99000999001,0
5,80,112,0.987742594484,58,115,0.86301369863,R11,2007,112,1.18378995434,0.809413936317,0
6,102,114,0.715652173913,123,106,0.97037037037,R11,2007,106,1.09825673534,0.861469933185,1
7,81,104,1.07959641256,94,111,0.739423076923,R11,2007,111,1.09657639244,1.19338422392,1
0,180,110,1.12947976879,80,103,0.862351190476,R12,2007,110,0.741614906832,0.857009345794,0
1,115,106,0.993314231137,141,118,0.977416440831,R12,2007,118,1.0635066728,1.09825673534,1
2,100,101,1.0697954272,54,112,1.00964320154,R12,2007,101,0.809413936317,1.42134146341,0
3,35,102,0.931382441978,85,107,1.51728247914,R12,2007,107,0.99000999001,0.82358195623,1
4,95,105,1.06756756757,126,113,0.967149758454,R12,2007,113,0.888423988842,0.818550020251,1
5,75,111,0.769848349688,124,114,0.726630007855,R12,2007,114,0.861469933185,1.09657639244,1
6,76,104,1.05882352941,57,116,1.13768115942,R12,2007,104,1.28711656442,1.19338422392,0
7,99,115,0.851464435146,76,117,1.25953259533,R12,2007,115,1.20437566702,1.18378995434,0
0,123,111,0.753413654618,125,105,1.03356282272,R13,2007,105,0.818550020251,1.09657639244,1
1,96,103,0.812992125984,173,106,0.972222222222,R13,2007,106,1.09825673534,0.741614906832,1
2,69,116,1.10508849558,87,107,1.55377574371,R13,2007,107,0.99000999001,1.28711656442,1
3,112,113,0.997345132743,105,102,0.890334572491,R13,2007,113,0.82358195623,0.888423988842,0
4,100,114,0.778189910979,117,115,0.884689922481,R13,2007,115,1.18378995434,0.861469933185,1
5,95,117,1.20614035088,74,101,1.11751412429,R13,2007,117,1.42134146341,1.20437566702,0
6,85,118,1.00081833061,111,112,0.968337730871,R13,2007,112,0.809413936317,1.0635066728,1
7,95,110,1.22433862434,87,104,1.07382550336,R13,2007,110,1.19338422392,0.857009345794,0
0,133,107,1.53234358431,83,105,1.03190661479,R14,2007,107,0.818550020251,0.99000999001,0
1,80,115,0.909893992933,89,104,1.06063268893,R14,2007,104,1.19338422392,1.18378995434,1
2,113,113,1.0032388664,133,118,0.981245311328,R14,2007,118,1.0635066728,0.888423988842,1
3,91,102,0.894781144781,64,117,1.21196754564,R14,2007,102,1.20437566702,0.82358195623,0
4,31,110,1.21317829457,102,101,1.08469387755,R14,2007,101,1.42134146341,0.857009345794,1
5,61,106,1.03426791277,89,116,1.07769929364,R14,2007,116,1.28711656442,1.09825673534,1
6,124,111,0.774452554745,101,103,0.786682380672,R14,2007,111,0.741614906832,1.09657639244,0
7,104,112,0.991816693944,79,114,0.784300341297,R14,2007,112,0.861469933185,0.809413936317,0
0,80,101,1.15232443126,82,115,0.909090909091,R15,2007,115,1.18378995434,1.42134146341,1
1,64,104,1.06403940887,80,107,1.53801169591,R15,2007,107,0.99000999001,1.19338422392,1
2,62,117,1.16898792943,153,113,0.988304093567,R15,2007,113,0.888423988842,1.20437566702,1
3,131,118,0.996542185339,98,105,0.99365303244,R15,2007,118,0.818550020251,1.0635066728,0
4,126,102,0.921725239617,82,111,0.805574439157,R15,2007,102,1.09657639244,0.82358195623,0
5,100,103,0.788577704558,162,116,1.09980988593,R15,2007,116,1.28711656442,0.741614906832,1
6,76,114,0.782664117272,129,110,1.13139329806,R15,2007,110,0.857009345794,0.861469933185,1
7,82,112,1.01152959262,78,106,1.01165331391,R15,2007,112,1.09825673534,0.809413936317,0
0,63,118,1.01813471503,138,107,1.52110091743,R16,2007,107,0.99000999001,1.0635066728,1
1,93,105,0.972885732731,122,104,1.04776579353,R16,2007,104,1.19338422392,0.818550020251,1
2,126,106,1.00824742268,101,101,1.13906678866,R16,2007,106,1.42134146341,1.09825673534,0
3,100,116,1.14496527778,112,117,1.07398373984,R16,2007,117,1.20437566702,1.28711656442,1
4,78,110,1.16694214876,95,115,0.91621829362,R16,2007,115,1.18378995434,0.857009345794,1
5,46,103,0.774583963691,163,102,0.95952023988,R16,2007,102,0.82358195623,0.741614906832,1
6,155,113,1.05244755245,100,114,0.767962308598,R16,2007,113,0.861469933185,0.888423988842,0
7,62,111,0.79336255479,126,112,1.01377810007,R16,2007,112,0.809413936317,1.09657639244,1
0,158,117,1.07744360902,71,118,0.972057074911,R17,2007,117,1.0635066728,1.20437566702,0
1,111,115,0.933284989123,101,103,0.737185461323,R17,2007,115,0.741614906832,1.18378995434,0
2,140,107,1.55767562879,72,106,1.02377892031,R17,2007,107,1.09825673534,0.99000999001,0
3,149,102,1.04565217391,56,104,1.06542056075,R17,2007,102,1.19338422392,0.82358195623,0
4,72,114,0.757690232056,138,116,1.12262658228,R17,2007,116,1.28711656442,0.861469933185,1
5,108,112,1.05759888966,71,110,1.14176245211,R17,2007,112,0.857009345794,0.809413936317,0
6,105,101,1.10418375718,117,105,0.957510472771,R17,2007,105,0.818550020251,1.42134146341,1
7,74,111,0.771329077191,163,113,1.08496732026,R17,2007,113,0.888423988842,1.09657639244,1
0,85,115,0.944594594595,85,118,0.927173913043,R18,2007,100,1.0635066728,1.18378995434,0
1,120,104,0.998701298701,96,103,0.745680106336,R18,2007,104,0.741614906832,1.19338422392,0
2,69,114,0.741336012054,139,107,1.58040816327,R18,2007,107,0.99000999001,0.861469933185,1
3,40,112,1.07936507937,77,102,1.10863509749,R18,2007,102,0.82358195623,0.809413936317,1
4,65,113,1.13653366584,73,101,1.08607784431,R18,2007,101,1.42134146341,0.888423988842,1
5,112,116,1.16541916168,64,111,0.743902439024,R18,2007,116,1.09657639244,1.28711656442,0
6,56,105,0.966779279279,119,110,1.10474168436,R18,2007,110,0.857009345794,0.818550020251,1
7,124,106,0.981721698113,97,117,1.13561741613,R18,2007,106,1.20437566702,1.09825673534,0
0,96,104,1.01344743276,116,114,0.725352112676,R19,2007,114,0.861469933185,1.19338422392,1
1,91,102,1.13075880759,115,110,1.14363512594,R19,2007,110,0.857009345794,0.82358195623,1
2,93,103,0.748422381153,116,113,1.12581991652,R19,2007,113,0.888423988842,0.741614906832,1
3,87,118,0.93038961039,129,111,0.734234234234,R19,2007,111,1.09657639244,1.0635066728,1
4,65,115,0.947603833866,82,116,1.19214285714,R19,2007,116,1.28711656442,1.18378995434,1
5,119,117,1.1068852459,102,112,1.0522341095,R19,2007,117,0.809413936317,1.20437566702,0
6,70,101,1.08779443255,103,107,1.60355486862,R19,2007,107,0.99000999001,1.42134146341,1
7,77,105,0.93562005277,140,106,0.997769102064,R19,2007,106,1.09825673534,0.818550020251,1
0,70,111,0.765467625899,81,104,1.00114155251,R20,2007,104,1.19338422392,1.09657639244,1
1,96,106,1.03155080214,126,115,0.939890710383,R20,2007,115,1.18378995434,1.09825673534,1
2,108,103,0.750902527076,118,105,0.909090909091,R20,2007,105,0.818550020251,0.741614906832,1
3,86,114,0.746181491465,117,117,1.11063306699,R20,2007,117,1.20437566702,0.861469933185,1
4,63,116,1.195221843,63,102,1.10622250157,R20,2007,100,0.82358195623,1.28711656442,0
5,87,113,1.13220338983,82,110,1.15064102564,R20,2007,113,0.857009345794,0.888423988842,0
6,118,107,1.59677419355,91,112,1.03864168618,R20,2007,107,0.809413936317,0.99000999001,0
7,73,118,0.914313534567,107,101,1.05984042553,R20,2007,101,1.42134146341,1.0635066728,1
0,106,117,1.12317571512,98,115,0.960413080895,R21,2007,117,1.18378995434,1.20437566702,0
1,85,111,0.769159741459,144,106,1.01452905812,R21,2007,106,1.09825673534,1.09657639244,1
2,161,112,1.02135815991,79,103,0.758330141708,R21,2007,112,0.741614906832,0.809413936317,0
3,76,116,1.18717277487,101,104,1.00713501647,R21,2007,104,1.19338422392,1.28711656442,1
4,60,102,1.10217654172,86,101,1.07863031072,R21,2007,101,1.42134146341,0.82358195623,1
5,151,110,1.13964784457,67,118,0.902822767237,R21,2007,110,1.0635066728,0.857009345794,0
6,106,113,1.12904967603,101,107,1.57800687285,R21,2007,113,0.99000999001,0.888423988842,0
7,119,114,0.745625266752,92,105,0.918338777415,R21,2007,114,0.818550020251,0.861469933185,0
0,94,101,1.09163103238,75,104,1.02002107482,R22,2007,101,1.19338422392,1.42134146341,0
1,124,105,0.910698496905,132,117,1.12092766427,R22,2007,117,1.20437566702,0.818550020251,1
2,102,115,0.958355868037,92,114,0.766324435318,R22,2007,115,0.861469933185,1.18378995434,0
3,85,106,1.04228736185,117,113,1.1249359959,R22,2007,113,0.888423988842,1.09825673534,1
4,145,107,1.53555413197,103,102,1.08218390805,R22,2007,107,0.82358195623,0.99000999001,0
5,69,110,1.18319719953,141,116,1.16022099448,R22,2007,116,1.28711656442,0.857009345794,1
6,157,112,1.06351706037,93,118,0.872837370242,R22,2007,112,1.0635066728,0.809413936317,0
7,108,103,0.742784992785,139,111,0.758008658009,R22,2007,111,1.09657639244,0.741614906832,1
528,109,114,1.0,79,103,1.0,R01,2008,114,0.744417725867,0.771777690185,0
529,105,107,1.0,96,113,1.0,R01,2008,107,1.13542688911,1.52764423077,0
530,85,106,1.0,111,104,1.0,R01,2008,104,1.00953815261,1.02547770701,1
531,76,102,1.0,92,117,1.0,R01,2008,117,1.1173126615,1.05358090186,1
532,49,116,1.0,51,115,1.0,R01,2008,115,0.965481710459,1.1961130742,1
533,123,101,1.0,126,118,1.0,R01,2008,118,0.855002025111,1.09871495327,1
534,50,111,1.0,154,110,1.0,R01,2008,110,1.13045822102,0.781637717122,1
535,122,105,1.0,67,112,1.0,R01,2008,105,1.09259259259,0.912280701754,0
0,94,104,1.30588235294,96,102,0.826086956522,R02,2008,102,1.05358090186,1.00953815261,1
1,161,118,1.0243902439,66,111,0.324675324675,R02,2008,118,0.781637717122,0.855002025111,0
2,57,117,1.21052631579,133,101,0.97619047619,R02,2008,101,1.09871495327,1.1173126615,1
3,112,110,3.08,97,106,0.765765765766,R02,2008,110,1.02547770701,1.13045822102,0
4,85,103,0.724770642202,125,115,1.04081632653,R02,2008,115,0.965481710459,0.744417725867,1
5,78,113,0.914285714286,146,116,0.960784313725,R02,2008,116,1.1961130742,1.13542688911,1
6,51,105,1.82089552239,150,107,1.09375,R02,2008,107,1.52764423077,0.912280701754,1
7,127,112,0.549180327869,86,114,1.37974683544,R02,2008,112,0.771777690185,1.09259259259,0
0,87,115,1.31343283582,125,118,1.51851851852,R03,2008,118,0.855002025111,0.965481710459,1
1,87,106,0.816143497758,73,117,0.712918660287,R03,2008,106,1.1173126615,1.02547770701,0
2,102,110,1.80952380952,86,112,0.932692307692,R03,2008,110,1.09259259259,1.13045822102,0
3,88,116,1.51162790698,71,102,0.924731182796,R03,2008,116,1.05358090186,1.1961130742,0
4,134,103,0.700854700855,150,105,0.797235023041,R03,2008,105,0.912280701754,0.744417725867,1
5,82,111,0.368253968254,112,107,1.73469387755,R03,2008,107,1.52764423077,0.781637717122,1
6,122,104,1.13259668508,78,114,0.946601941748,R03,2008,104,0.771777690185,1.00953815261,0
7,79,113,0.693227091633,85,101,1.39890710383,R03,2008,101,1.09871495327,1.13542688911,1
0,128,118,1.49275362319,98,105,0.920227920228,R04,2008,118,0.912280701754,0.855002025111,0
1,79,111,0.463700234192,127,112,0.903225806452,R04,2008,112,1.09259259259,0.781637717122,1
2,136,107,1.60262008734,94,115,1.01544401544,R04,2008,107,0.965481710459,1.52764423077,0
3,45,117,0.75,107,116,1.415,R04,2008,116,1.1961130742,1.1173126615,1
4,124,102,0.886861313869,104,113,0.752976190476,R04,2008,102,1.13542688911,1.05358090186,0
5,70,101,1.30152671756,114,110,1.57939914163,R04,2008,110,1.13045822102,1.09871495327,1
6,88,104,1.26254826255,111,103,0.776041666667,R04,2008,103,0.744417725867,1.00953815261,1
7,137,114,0.832317073171,73,106,0.908783783784,R04,2008,114,1.02547770701,0.771777690185,0
0,87,105,0.87891440501,123,115,0.903797468354,R05,2008,115,0.965481710459,0.912280701754,1
1,72,116,1.59183673469,114,107,1.5572755418,R05,2008,107,1.52764423077,1.1961130742,1
2,71,106,0.789838337182,88,101,1.09308510638,R05,2008,101,1.09871495327,1.02547770701,1
3,112,112,1.04627249357,105,104,1.12162162162,R05,2008,112,1.00953815261,1.09259259259,0
4,130,110,1.59075907591,118,102,0.970899470899,R05,2008,110,1.05358090186,1.13045822102,0
5,101,103,0.866525423729,68,111,0.5,R05,2008,103,0.781637717122,0.744417725867,0
6,130,114,1.02244389027,130,118,1.44385026738,R05,2008,100,0.855002025111,0.771777690185,0
7,128,113,0.776086956522,104,117,0.66253101737,R05,2008,113,1.1173126615,1.13542688911,0
0,81,105,0.843853820598,154,104,1.07883817427,R06,2008,104,1.00953815261,0.912280701754,1
1,89,107,1.56202531646,88,106,0.792706333973,R06,2008,107,1.02547770701,1.52764423077,0
2,111,101,1.1163310962,81,103,0.944444444444,R06,2008,101,0.744417725867,1.09871495327,0
3,74,117,0.69868173258,134,118,1.32936507937,R06,2008,118,0.855002025111,1.1173126615,1
4,61,115,0.995850622407,82,113,0.859929078014,R06,2008,113,1.13542688911,0.965481710459,1
5,85,111,0.526717557252,137,102,0.954724409449,R06,2008,102,1.05358090186,0.781637717122,1
6,64,116,1.28690807799,64,112,1.05060728745,R06,2008,100,1.09259259259,1.1961130742,0
7,94,114,1.01694915254,106,110,1.45368171021,R06,2008,110,1.13045822102,0.771777690185,1
0,111,103,0.907834101382,74,117,0.669172932331,R07,2008,103,1.1173126615,0.744417725867,0
1,89,104,1.19715808171,154,110,1.39417475728,R07,2008,110,1.13045822102,1.00953815261,1
2,78,102,1.04890387858,105,107,1.46169772257,R07,2008,107,1.52764423077,1.05358090186,1
3,74,112,1.04480286738,107,101,1.1553030303,R07,2008,101,1.09871495327,1.09259259259,1
4,110,115,0.959219858156,107,114,0.995290423862,R07,2008,115,0.771777690185,0.965481710459,0
5,112,118,1.39100346021,94,116,1.24349881797,R07,2008,118,1.1961130742,0.855002025111,0
6,113,106,0.82131147541,119,111,0.542929292929,R07,2008,111,0.781637717122,1.02547770701,1
7,158,113,0.9072,94,105,0.779100529101,R07,2008,113,0.912280701754,1.13542688911,0
0,103,104,1.06415620642,94,115,0.970193740686,R08,2008,104,0.965481710459,1.00953815261,0
1,99,107,1.44563279857,69,114,0.991967871486,R08,2008,107,0.771777690185,1.52764423077,0
2,102,113,1.0083449235,117,110,1.44370860927,R08,2008,110,1.13045822102,1.13542688911,1
3,83,117,0.66881443299,89,112,0.987969924812,R08,2008,112,1.09259259259,1.1173126615,1
4,125,102,1.00286532951,92,103,0.968275862069,R08,2008,102,0.744417725867,1.05358090186,0
5,74,111,0.606629834254,150,101,1.19102990033,R08,2008,101,1.09871495327,0.781637717122,1
6,52,105,0.747264770241,143,116,1.15887850467,R08,2008,116,1.1961130742,0.912280701754,1
7,114,118,1.3630952381,111,106,0.842249657064,R08,2008,118,1.02547770701,0.855002025111,0
0,48,107,1.44444444444,134,104,1.06781750925,R09,2008,104,1.00953815261,1.52764423077,1
1,88,106,0.860023724792,97,103,0.934117647059,R09,2008,103,0.744417725867,1.02547770701,1
2,105,116,1.29982964225,94,113,0.989234449761,R09,2008,116,1.13542688911,1.1961130742,0
3,47,101,1.2825443787,97,117,0.695953757225,R09,2008,117,1.1173126615,1.09871495327,1
4,110,114,0.957446808511,72,105,0.695364238411,R09,2008,114,0.912280701754,0.771777690185,0
5,95,115,0.962532299742,141,102,1.04430379747,R09,2008,102,1.05358090186,0.965481710459,1
6,97,110,1.40084985836,78,111,0.590521327014,R09,2008,110,0.781637717122,1.13045822102,0
7,113,112,0.997326203209,110,118,1.31545338442,R09,2008,112,0.855002025111,1.09259259259,0
0,69,105,0.691516709512,74,101,1.18240620957,R10,2008,101,1.09871495327,0.912280701754,1
1,73,117,0.766447368421,173,104,1.1641443539,R10,2008,104,1.00953815261,1.1173126615,1
