,a_score,a_tid,away_percentage,h_score,h_tid,home_percentage,round,season,win_tid,home_last_season_percentage,away_last_season_percentage,home_team_win
2,106,118,1.27232142857,74,110,1.38520408163,R10,2008,118,1.13045822102,0.855002025111,0
3,98,112,1.00116550117,129,102,1.09152542373,R10,2008,102,1.05358090186,1.09259259259,1
4,77,103,0.949893390192,133,107,1.25392670157,R10,2008,107,1.52764423077,0.744417725867,1
5,57,114,1.00217864924,139,116,1.27459618209,R10,2008,116,1.1961130742,0.771777690185,1
6,50,111,0.608506944444,129,115,0.918032786885,R10,2008,115,0.965481710459,0.781637717122,1
7,103,113,0.978746014878,75,106,0.864893617021,R10,2008,113,1.02547770701,1.13542688911,0
0,127,107,1.29726516052,114,112,0.969604863222,R11,2008,107,1.09259259259,1.52764423077,0
1,146,101,1.17339667458,96,114,0.9243140965,R11,2008,101,0.771777690185,1.09871495327,0
2,83,116,1.36449864499,78,117,0.711520737327,R11,2008,116,1.1173126615,1.1961130742,0
3,130,110,1.30337078652,79,105,0.705882352941,R11,2008,110,0.912280701754,1.13045822102,0
4,74,106,0.851390220518,96,102,1.11393692777,R11,2008,102,1.05358090186,1.02547770701,1
5,106,118,1.28453608247,79,115,1.00414507772,R11,2008,118,0.965481710459,0.855002025111,0
6,75,103,0.903828197946,63,113,1.00787401575,R11,2008,103,1.13542688911,0.744417725867,0
7,116,104,1.25858369099,95,111,0.586260733802,R11,2008,104,0.781637717122,1.00953815261,0
0,91,117,0.727739726027,113,105,0.696571845368,R12,2008,105,0.912280701754,1.1173126615,1
1,67,112,0.961400359066,120,106,0.844600526778,R12,2008,106,1.02547770701,1.09259259259,1
2,68,102,1.12677388836,131,118,1.2888465205,R12,2008,118,0.855002025111,1.05358090186,1
3,67,115,0.978524743231,102,116,1.33578431373,R12,2008,116,1.1961130742,0.965481710459,1
4,76,110,1.33126934985,72,101,1.20895522388,R12,2008,110,1.09871495327,1.13045822102,0
5,49,113,0.996333638863,108,107,1.27539267016,R12,2008,107,1.52764423077,1.13542688911,1
6,119,103,0.91975308642,89,104,1.25511197663,R12,2008,103,1.00953815261,0.744417725867,0
7,94,111,0.605583392985,116,114,0.891936824605,R12,2008,114,0.771777690185,0.781637717122,1
0,57,106,0.897180762852,65,115,0.950554134697,R13,2008,115,0.965481710459,1.02547770701,1
1,103,112,0.922204213938,76,110,1.31219980788,R13,2008,112,1.13045822102,1.09259259259,0
2,127,114,0.916730917502,123,113,0.947456213511,R13,2008,114,1.13542688911,0.771777690185,0
3,182,107,1.32071713147,47,117,0.734582357533,R13,2008,107,1.1173126615,1.52764423077,0
4,70,101,1.18934911243,83,102,1.05976430976,R13,2008,102,1.05358090186,1.09871495327,1
5,114,116,1.34994337486,74,111,0.621282220753,R13,2008,116,0.781637717122,1.1961130742,0
6,136,105,0.730506155951,101,103,0.950122649223,R13,2008,105,0.744417725867,0.912280701754,0
7,99,118,1.32766338406,89,104,1.20244328098,R13,2008,118,1.00953815261,0.855002025111,0
0,69,117,0.675324675325,126,110,1.26048951049,R14,2008,110,1.13045822102,1.1173126615,1
1,118,103,0.9293598234,88,114,0.92676056338,R14,2008,103,0.771777690185,0.744417725867,0
2,84,115,0.959349593496,69,112,0.947328244275,R14,2008,115,1.09259259259,0.965481710459,0
3,81,113,0.949472096531,135,118,1.31177446103,R14,2008,118,0.855002025111,1.13542688911,1
4,92,102,1.06677265501,93,111,0.623232944069,R14,2008,111,0.781637717122,1.05358090186,1
5,95,105,0.77031349968,91,106,0.896144767899,R14,2008,105,1.02547770701,0.912280701754,0
6,124,107,1.43482397716,56,101,1.16317228806,R14,2008,107,1.09871495327,1.52764423077,0
7,79,104,1.17831325301,50,116,1.36468129572,R14,2008,104,1.1961130742,1.00953815261,0
0,119,115,0.973056197075,87,103,0.954388389772,R15,2008,115,0.744417725867,0.965481710459,0
1,44,106,0.900439238653,118,107,1.47425474255,R15,2008,107,1.52764423077,1.02547770701,1
2,74,101,1.09090909091,106,104,1.19382239382,R15,2008,104,1.00953815261,1.09871495327,1
3,76,112,0.939741750359,74,113,0.917180013689,R15,2008,112,1.13542688911,1.09259259259,0
4,118,102,1.06143597335,155,105,0.785368802902,R15,2008,105,0.912280701754,1.05358090186,1
5,75,116,1.30888030888,106,110,1.29266281946,R15,2008,110,1.13045822102,1.1961130742,1
6,64,111,0.643979057592,95,118,1.33411033411,R15,2008,118,0.855002025111,0.781637717122,1
7,152,114,0.912873862159,75,117,0.665198237885,R15,2008,114,1.1173126615,0.771777690185,0
0,96,104,1.20672023375,114,112,0.944141689373,R16,2008,112,1.09259259259,1.00953815261,1
1,70,118,1.34122871947,131,107,1.52041702867,R16,2008,107,1.52764423077,0.855002025111,1
2,104,105,0.820541760722,108,114,0.964662120273,R16,2008,114,0.771777690185,0.912280701754,1
3,67,117,0.650201033889,113,102,1.03054448871,R16,2008,102,1.05358090186,1.1173126615,1
4,89,110,1.29968944099,119,115,0.997835497835,R16,2008,115,0.965481710459,1.13045822102,1
5,121,116,1.2530647986,119,103,0.937420178799,R16,2008,116,0.744417725867,1.1961130742,0
6,68,111,0.645534729879,114,106,0.858490566038,R16,2008,106,1.02547770701,0.781637717122,1
7,80,101,1.05953278071,92,113,0.919973975277,R16,2008,113,1.13542688911,1.09871495327,1
0,88,107,1.54054054054,77,110,1.25302061123,R17,2008,107,1.13045822102,1.52764423077,0
1,80,104,1.17869184086,128,105,0.828723404255,R17,2008,105,0.912280701754,1.00953815261,1
2,86,115,1.01830508475,103,117,0.646709816613,R17,2008,117,1.1173126615,0.965481710459,1
3,77,101,1.04721634954,53,116,1.23076923077,R17,2008,101,1.1961130742,1.09871495327,0
4,114,102,1.05848696758,117,114,0.969132207338,R17,2008,114,0.771777690185,1.05358090186,1
5,129,106,0.894329896907,101,113,0.931354359926,R17,2008,106,1.13542688911,1.02547770701,0
6,98,112,0.959079283887,70,111,0.642634854772,R17,2008,112,0.781637717122,1.09259259259,0
7,126,103,0.940723177238,98,118,1.26990553306,R17,2008,103,0.855002025111,0.744417725867,0
0,116,110,1.23076923077,62,104,1.13469894475,R18,2008,110,1.00953815261,1.13045822102,0
1,108,111,0.646100691017,124,105,0.860204081633,R18,2008,105,0.912280701754,0.781637717122,1
2,86,103,0.959663865546,94,101,1.06182065217,R18,2008,101,1.09871495327,0.744417725867,1
3,84,102,1.05266272189,92,112,0.977968176255,R18,2008,112,1.09259259259,1.05358090186,1
4,71,114,0.97269251775,134,107,1.51694915254,R18,2008,107,1.52764423077,0.771777690185,1
5,97,116,1.19955156951,113,118,1.23134328358,R18,2008,118,0.855002025111,1.1961130742,1
6,93,113,0.920389461627,101,115,1.00633713561,R18,2008,115,0.965481710459,1.13542688911,1
7,83,117,0.671134020619,116,106,0.917725347852,R18,2008,106,1.02547770701,1.1173126615,1
0,157,107,1.5361577794,41,111,0.659069767442,R19,2008,107,0.781637717122,1.52764423077,0
1,41,102,1.04545454545,110,110,1.25626204239,R19,2008,110,1.13045822102,1.05358090186,1
2,66,113,0.920411478073,132,103,0.957424161788,R19,2008,103,0.744417725867,1.13542688911,1
3,108,106,0.940668202765,112,116,1.17298414886,R19,2008,116,1.1961130742,1.02547770701,1
4,83,115,1.01077199282,97,104,1.09438332368,R19,2008,104,1.00953815261,0.965481710459,1
5,116,118,1.2275659824,136,112,0.983701979045,R19,2008,112,1.09259259259,0.855002025111,1
6,103,105,0.875241779497,113,117,0.673638132296,R19,2008,117,1.1173126615,0.912280701754,1
7,45,114,0.942493638677,108,101,1.06354300385,R19,2008,101,1.09871495327,0.771777690185,1
0,106,104,1.09779005525,75,113,0.89236988378,R20,2008,104,1.13542688911,1.00953815261,0
1,45,117,0.693839740621,79,111,0.631989596879,R20,2008,111,0.781637717122,1.1173126615,1
2,129,101,1.10106051154,73,105,0.877120586887,R20,2008,101,0.912280701754,1.09871495327,0
3,79,118,1.19989136339,90,102,1.00634249471,R20,2008,102,1.05358090186,0.855002025111,1
4,133,107,1.60283687943,94,116,1.16356638871,R20,2008,107,1.1961130742,1.52764423077,0
5,76,110,1.2928660826,105,114,0.915098890497,R20,2008,114,0.771777690185,1.13045822102,1
6,141,112,0.995637949836,90,103,0.992802056555,R20,2008,112,0.744417725867,1.09259259259,0
7,112,115,1.00226244344,69,106,0.9420995671,R20,2008,115,1.02547770701,0.965481710459,0
0,105,105,0.85974025974,151,118,1.1848783014,R21,2008,118,0.855002025111,0.912280701754,1
1,98,106,0.923469387755,105,114,0.931596091205,R21,2008,114,0.771777690185,1.02547770701,1
2,51,111,0.653486394558,129,113,0.882973621103,R21,2008,113,1.13542688911,0.781637717122,1
3,115,103,0.968839884947,109,102,1.01166920345,R21,2008,103,1.05358090186,0.744417725867,0
4,73,116,1.12765957447,118,104,1.11034482759,R21,2008,104,1.00953815261,1.1961130742,1
5,82,112,1.02234927235,115,107,1.59109042553,R21,2008,107,1.52764423077,1.09259259259,1
6,47,101,1.13007159905,95,115,1.02558519325,R21,2008,115,0.965481710459,1.09871495327,1
7,133,110,1.25778038755,62,117,0.68945487042,R21,2008,110,1.1173126615,1.13045822102,0
0,56,104,1.12921348315,80,106,0.92397094431,R22,2008,106,1.02547770701,1.00953815261,1
1,148,113,0.922284644195,72,112,1.00490436488,R22,2008,113,1.09259259259,1.13542688911,0
2,65,117,0.676929565584,164,107,1.58133669609,R22,2008,107,1.52764423077,1.1173126615,1
3,67,118,1.19793713163,76,101,1.09599096556,R22,2008,101,1.09871495327,0.855002025111,1
4,53,102,1.00814956855,114,116,1.09447513812,R22,2008,116,1.1961130742,1.05358090186,1
5,159,110,1.28895184136,81,103,0.973120728929,R22,2008,110,0.744417725867,1.13045822102,0
6,121,114,0.93769470405,41,111,0.640064490125,R22,2008,114,0.781637717122,0.771777690185,0
7,147,115,1.05042462845,39,105,0.849654611946,R22,2008,115,0.912280701754,0.965481710459,0
704,150,103,1.0,67,114,1.0,R01,2009,103,0.973776223776,0.941801189465,0
705,111,107,1.0,103,110,1.0,R01,2009,107,1.31852654388,1.61841308298,0
706,90,101,1.0,86,104,1.0,R01,2009,101,1.11236506379,1.09738846572,0
707,86,117,1.0,95,102,1.0,R01,2009,102,0.98,0.658777120316,1
708,65,116,1.0,80,115,1.0,R01,2009,115,1.10556422257,1.12453032743,1
709,101,112,1.0,67,111,1.0,R01,2009,112,0.626056879324,0.969821673525,0
710,66,105,1.0,107,113,1.0,R01,2009,113,0.959239130435,0.816717791411,1
711,157,118,1.0,94,106,1.0,R01,2009,118,0.937293729373,1.1865530303,0
0,101,115,1.23076923077,69,101,1.04651162791,R02,2009,115,1.09738846572,1.10556422257,0
1,64,111,0.663366336634,117,104,0.955555555556,R02,2009,104,1.11236506379,0.626056879324,1
2,85,114,0.446666666667,105,107,1.07766990291,R02,2009,107,1.61841308298,0.973776223776,1
3,100,102,1.10465116279,119,103,2.23880597015,R02,2009,103,0.941801189465,0.98,1
4,105,110,0.927927927928,143,116,0.8125,R02,2009,116,1.12453032743,1.31852654388,1
5,71,106,0.59872611465,109,105,0.616822429907,R02,2009,105,0.816717791411,0.937293729373,1
6,65,112,1.50746268657,80,118,1.67021276596,R02,2009,118,1.1865530303,0.969821673525,1
7,75,113,1.62121212121,125,117,0.905263157895,R02,2009,117,0.658777120316,0.959239130435,1
0,95,104,1.31818181818,122,107,1.14893617021,R03,2009,107,1.61841308298,1.11236506379,1
1,64,117,1.24117647059,161,115,1.35074626866,R03,2009,115,1.10556422257,0.658777120316,1
2,116,105,0.983146067416,112,103,1.61077844311,R03,2009,105,0.941801189465,0.816717791411,0
3,67,116,1.12432432432,100,102,0.951219512195,R03,2009,102,0.98,1.12453032743,1
4,90,111,0.600917431193,147,113,0.952879581152,R03,2009,113,0.959239130435,0.626056879324,1
5,123,110,0.818897637795,69,112,1.12925170068,R03,2009,110,0.969821673525,1.31852654388,0
6,104,101,0.850267379679,80,106,0.62030075188,R03,2009,101,0.937293729373,1.09738846572,0
7,63,114,0.596078431373,110,118,1.49056603774,R03,2009,118,1.1865530303,0.973776223776,1
0,90,104,1.07971014493,73,102,1.08455882353,R04,2009,104,0.98,1.11236506379,0
1,67,103,1.34628975265,84,116,0.964912280702,R04,2009,116,1.12453032743,0.941801189465,1
2,115,113,1.17081850534,85,110,1.02476780186,R04,2009,113,1.31852654388,0.959239130435,0
3,28,106,0.662162162162,111,115,1.72727272727,R04,2009,115,1.10556422257,0.937293729373,1
4,134,107,1.19434628975,86,101,0.985018726592,R04,2009,107,1.09738846572,1.61841308298,0
5,57,105,1.00344827586,69,112,0.87037037037,R04,2009,112,0.969821673525,0.816717791411,1
6,100,111,0.605479452055,92,114,0.58904109589,R04,2009,111,0.973776223776,0.626056879324,0
7,83,118,1.56306306306,116,117,0.83081570997,R04,2009,117,0.658777120316,1.1865530303,1
0,102,115,2.00442477876,36,113,1.2131147541,R05,2009,115,0.959239130435,1.10556422257,0
1,88,104,1.111747851,93,105,0.969359331476,R05,2009,105,0.816717791411,1.11236506379,1
2,56,117,0.944444444444,74,110,0.949771689498,R05,2009,110,1.31852654388,0.658777120316,1
3,100,116,1.01988636364,121,106,0.567567567568,R05,2009,106,0.937293729373,1.12453032743,1
4,94,114,0.660215053763,58,112,0.929663608563,R05,2009,114,0.969821673525,0.973776223776,0
5,33,102,1.01657458564,126,107,1.27913279133,R05,2009,107,1.61841308298,0.98,1
6,133,103,1.22070844687,90,118,1.27218934911,R05,2009,103,1.1865530303,0.941801189465,0
7,51,101,0.870324189526,34,111,0.702407002188,R05,2009,101,0.626056879324,1.09738846572,0
0,127,104,1.07692307692,75,112,0.859857482185,R06,2009,104,0.969821673525,1.11236506379,0
1,87,106,0.678141135972,74,117,0.915983606557,R06,2009,106,0.658777120316,0.937293729373,0
2,102,103,1.27133479212,106,110,0.991902834008,R06,2009,110,1.31852654388,0.941801189465,1
3,79,101,0.919540229885,105,113,1.02564102564,R06,2009,113,0.959239130435,1.09738846572,1
4,68,105,0.986577181208,111,102,0.821721311475,R06,2009,102,0.98,0.816717791411,1
5,75,114,0.76673040153,94,116,0.970401691332,R06,2009,116,1.12453032743,0.973776223776,1
6,111,107,1.48756218905,68,111,0.698818897638,R06,2009,107,0.626056879324,1.61841308298,0
7,104,115,2.11832061069,76,118,1.10403397028,R06,2009,115,1.1865530303,1.10556422257,0
0,72,110,1.0,116,105,0.912186379928,R07,2009,105,0.816717791411,1.31852654388,1
1,65,116,1.00912408759,116,107,1.5085106383,R07,2009,107,1.61841308298,1.12453032743,1
2,97,102,0.920863309353,71,114,0.771474878444,R07,2009,102,0.973776223776,0.98,0
3,88,106,0.734351145038,81,103,1.21314387211,R07,2009,106,0.941801189465,0.937293729373,0
4,120,113,1.06946983547,125,112,0.797445255474,R07,2009,112,0.969821673525,0.959239130435,1
5,118,118,1.03652173913,86,101,0.887037037037,R07,2009,118,1.09738846572,1.1865530303,0
6,82,111,0.683360258481,90,117,0.906086956522,R07,2009,117,0.658777120316,0.626056879324,1
7,128,115,1.94970414201,40,104,1.166344294,R07,2009,115,1.11236506379,1.10556422257,0
0,87,110,0.938202247191,65,106,0.773097826087,R08,2009,110,0.937293729373,1.31852654388,0
1,49,112,0.841317365269,119,107,1.54205607477,R08,2009,107,1.61841308298,0.969821673525,1
2,104,118,1.08018154312,97,111,0.712270803949,R08,2009,118,0.626056879324,1.1865530303,0
3,101,117,0.9299847793,106,116,0.930722891566,R08,2009,116,1.12453032743,0.658777120316,1
4,83,101,0.858662613982,119,102,0.971291866029,R08,2009,102,0.98,1.09738846572,1
5,99,114,0.766106442577,102,113,1.04910714286,R08,2009,113,0.959239130435,0.973776223776,1
6,104,103,1.17357910906,53,104,0.996899224806,R08,2009,103,1.11236506379,0.941801189465,0
7,71,105,0.992063492063,90,115,2.08201058201,R08,2009,115,1.10556422257,0.816717791411,1
0,114,118,1.07915567282,116,107,1.61643835616,R09,2009,107,1.61841308298,1.1865530303,1
1,85,106,0.77035236938,98,112,0.776365946633,R09,2009,112,0.969821673525,0.937293729373,1
2,60,103,1.23295454545,104,101,0.833976833977,R09,2009,101,1.09738846572,0.941801189465,1
3,88,104,0.929238985314,66,117,0.933158584535,R09,2009,104,0.658777120316,1.11236506379,0
4,125,105,0.966666666667,85,114,0.791666666667,R09,2009,105,0.973776223776,0.816717791411,0
5,68,113,1.046692607,123,116,0.946405228758,R09,2009,116,1.12453032743,0.959239130435,1
6,81,102,1.02535211268,97,115,1.95322939866,R09,2009,115,1.10556422257,0.98,1
7,92,111,0.740467404674,114,110,0.971685971686,R09,2009,110,1.31852654388,0.626056879324,1
0,70,117,0.914218566392,111,103,1.14851485149,R10,2009,103,0.941801189465,0.658777120316,1
1,77,116,1.01680672269,117,118,1.06636155606,R10,2009,118,1.1865530303,1.12453032743,1
2,99,102,1.00247831475,81,112,0.813073394495,R10,2009,102,0.969821673525,0.98,0
3,115,114,0.776833156217,112,106,0.780673181325,R10,2009,114,0.937293729373,0.973776223776,0
4,46,111,0.748651564186,83,115,1.83773584906,R10,2009,115,1.10556422257,0.626056879324,1
5,79,110,1.0,106,101,0.898446833931,R10,2009,101,1.09738846572,1.31852654388,1
6,134,107,1.51862464183,70,105,1.0198757764,R10,2009,107,0.816717791411,1.61841308298,0
7,76,113,0.978747203579,114,104,0.961963190184,R10,2009,104,1.11236506379,0.959239130435,1
0,157,118,1.10304942166,89,114,0.803418803419,R11,2009,118,0.973776223776,1.1865530303,0
1,103,115,1.83506944444,57,112,0.81359423275,R11,2009,115,0.969821673525,1.10556422257,0
2,70,106,0.802123552124,94,113,0.943452380952,R11,2009,113,0.959239130435,0.937293729373,1
3,112,103,1.18337129841,106,102,1.02252252252,R11,2009,103,0.98,0.941801189465,0
4,130,101,0.936681222707,114,105,0.948881789137,R11,2009,101,0.816717791411,1.09738846572,0
5,75,116,0.972631578947,86,110,0.972307692308,R11,2009,110,1.31852654388,1.12453032743,1
6,99,107,1.5546875,77,117,0.881496881497,R11,2009,107,0.658777120316,1.61841308298,0
7,126,104,1.00785634119,60,111,0.732673267327,R11,2009,104,0.626056879324,1.11236506379,0
0,104,115,1.83254344392,95,103,1.16971544715,R12,2009,115,0.941801189465,1.10556422257,0
1,44,113,0.969387755102,137,118,1.15961538462,R12,2009,118,1.1865530303,0.959239130435,1
2,77,117,0.871819038643,92,114,0.772727272727,R12,2009,114,0.973776223776,0.658777120316,1
3,93,102,1.014,51,110,0.984761904762,R12,2009,102,1.31852654388,0.98,0
4,24,112,0.788640595903,68,101,0.959223300971,R12,2009,101,1.09738846572,0.969821673525,1
5,83,111,0.704225352113,131,105,0.940130963517,R12,2009,105,0.816717791411,0.626056879324,1
6,89,104,1.07676130389,66,116,0.964285714286,R12,2009,104,1.12453032743,1.11236506379,0
7,94,107,1.53017751479,75,106,0.797345132743,R12,2009,107,0.937293729373,1.61841308298,0
0,67,103,1.14522058824,136,105,0.986111111111,R13,2009,105,0.816717791411,0.941801189465,1
1,85,106,0.797385620915,169,104,1.09439528024,R13,2009,104,1.11236506379,0.937293729373,1
2,69,116,0.946666666667,85,101,1.00189753321,R13,2009,101,1.09738846572,1.12453032743,1
3,87,110,0.949256342957,107,117,0.869037294016,R13,2009,117,0.658777120316,1.31852654388,1
4,56,111,0.696921862668,111,102,1.05328258801,R13,2009,102,0.98,0.626056879324,1
5,88,113,0.896296296296,122,107,1.50760869565,R13,2009,107,1.61841308298,0.959239130435,1
6,108,118,1.2389298893,86,112,0.762697022767,R13,2009,118,0.969821673525,1.1865530303,0
7,36,114,0.79797979798,92,115,1.73626373626,R13,2009,115,1.10556422257,0.973776223776,1
0,67,105,1.04347826087,102,104,1.16333938294,R14,2009,104,1.11236506379,0.816717791411,1
1,92,117,0.89435483871,112,111,0.681422351234,R14,2009,111,0.626056879324,0.658777120316,1
2,80,102,1.10027100271,128,113,0.880329094989,R14,2009,113,0.959239130435,0.98,1
3,102,101,1.0160284951,85,114,0.770848440899,R14,2009,101,0.973776223776,1.09738846572,0
4,45,110,0.9376,133,118,1.24017094017,R14,2009,118,1.1865530303,1.31852654388,1
5,85,112,0.7656,100,116,0.937190082645,R14,2009,116,1.12453032743,0.969821673525,1
6,115,103,1.0727124183,100,106,0.761665470208,R14,2009,103,0.937293729373,0.941801189465,0
7,85,107,1.49702380952,91,115,1.77486910995,R14,2009,115,1.10556422257,1.61841308298,1
0,111,104,1.18391787853,110,118,1.3037037037,R15,2009,104,1.1865530303,1.11236506379,0
1,107,105,1.01362604088,72,116,0.952895752896,R15,2009,105,1.12453032743,0.816717791411,0
2,89,114,0.775151924375,109,103,1.07854984894,R15,2009,103,0.941801189465,0.973776223776,1
3,13,106,0.769893899204,130,101,1.02897350993,R15,2009,101,1.09738846572,0.937293729373,1
4,65,107,1.45040946315,108,102,1.05101214575,R15,2009,102,0.98,1.61841308298,1
5,64,112,0.771851851852,73,110,0.879971077368,R15,2009,110,1.31852654388,0.969821673525,1
6,90,113,0.920959774171,101,111,0.714965986395,R15,2009,111,0.626056879324,0.959239130435,1
7,90,115,1.70435806832,70,117,0.888313609467,R15,2009,115,0.658777120316,1.10556422257,0
0,103,118,1.27752639517,70,105,1.03804737976,R16,2009,118,0.816717791411,1.1865530303,0
1,71,111,0.738461538462,117,107,1.37448218724,R16,2009,107,1.61841308298,0.626056879324,1
2,63,116,0.93152639087,124,103,1.08775654636,R16,2009,103,0.941801189465,1.12453032743,1
3,62,102,1.08153846154,47,106,0.716727716728,R16,2009,102,0.937293729373,0.98,0
4,121,110,0.891499654457,76,104,1.16888193901,R16,2009,110,1.11236506379,1.31852654388,0
5,76,117,0.881414701803,112,113,0.918972332016,R16,2009,113,0.959239130435,0.658777120316,1
6,85,112,0.777231201687,85,114,0.777987421384,R16,2009,100,0.973776223776,0.969821673525,0
7,48,101,1.12448812449,105,115,1.67247007617,R16,2009,115,1.10556422257,1.09738846572,1
0,94,104,1.12214285714,40,103,1.12533875339,R17,2009,104,0.941801189465,1.11236506379,0
1,66,117,0.866795366795,71,106,0.718235294118,R17,2009,106,0.937293729373,0.658777120316,1
2,98,110,0.92646093237,99,107,1.3896713615,R17,2009,107,1.61841308298,1.31852654388,1
3,75,112,0.789787798408,116,102,1.08982925019,R17,2009,102,0.98,0.969821673525,1
4,61,118,1.28724928367,106,115,1.69803516029,R17,2009,115,1.10556422257,1.1865530303,1
5,68,116,0.897116644823,50,111,0.729278473465,R17,2009,116,0.626056879324,1.12453032743,0
6,101,114,0.789253731343,96,105,1.01336898396,R17,2009,114,0.816717791411,0.973776223776,0
7,62,113,0.945420326223,132,101,1.07164404223,R17,2009,101,1.09738846572,0.959239130435,1
0,94,103,1.08343949045,84,112,0.779556650246,R18,2009,103,0.969821673525,0.941801189465,0
1,80,106,0.731596828992,111,118,1.23701731025,R18,2009,118,1.1865530303,0.937293729373,1
2,91,101,1.11887608069,93,107,1.36264534884,R18,2009,107,1.61841308298,1.09738846572,1
3,94,115,1.70038910506,93,116,0.911802030457,R18,2009,115,1.12453032743,1.10556422257,0
4,55,102,1.11392405063,95,104,1.15625,R18,2009,104,1.11236506379,0.98,1
5,86,114,0.803500846979,82,111,0.729512893983,R18,2009,114,0.626056879324,0.973776223776,0
6,68,105,1.00939261115,95,117,0.869538461538,R18,2009,117,0.658777120316,0.816717791411,1
7,103,110,0.930332922318,121,113,0.909038238702,R18,2009,113,0.959239130435,1.31852654388,1
0,62,107,1.34151329243,97,103,1.08524788392,R19,2009,103,0.941801189465,1.61841308298,1
1,102,117,0.890726520969,97,118,1.24462705436,R19,2009,117,1.1865530303,0.658777120316,0
2,74,115,1.64317573595,49,110,0.924842226047,R19,2009,115,1.31852654388,1.10556422257,0
3,89,104,1.17725752508,68,101,1.11006076975,R19,2009,104,1.09738846572,1.11236506379,0
4,87,102,1.0804218853,87,105,0.992907801418,R19,2009,100,0.816717791411,0.98,0
5,61,111,0.740032768979,123,112,0.785797438882,R19,2009,112,0.969821673525,0.626056879324,1
6,123,116,0.916167664671,68,114,0.814355099838,R19,2009,116,0.973776223776,1.12453032743,0
7,74,113,0.924002186987,116,106,0.730953649441,R19,2009,106,0.937293729373,0.959239130435,1
0,94,101,1.09044585987,67,110,0.914144193726,R20,2009,101,1.31852654388,1.09738846572,0
1,72,112,0.827993254637,110,117,0.899441340782,R20,2009,117,0.658777120316,0.969821673525,1
2,152,104,1.18298144594,59,114,0.798076923077,R20,2009,104,0.973776223776,1.11236506379,0
3,102,118,1.22684085511,84,102,1.07605985037,R20,2009,118,0.98,1.1865530303,0
4,92,107,1.29795396419,87,116,0.951093210587,R20,2009,107,1.12453032743,1.61841308298,0
5,64,106,0.762685802153,127,111,0.724667349028,R20,2009,111,0.626056879324,0.937293729373,1
6,121,103,1.10256410256,67,113,0.906940874036,R20,2009,103,0.959239130435,0.941801189465,0
7,108,115,1.63760683761,110,105,0.993254637437,R20,2009,105,0.816717791411,1.10556422257,1
0,96,107,1.28528164749,110,118,1.22624434389,R21,2009,118,1.1865530303,1.61841308298,1
1,96,111,0.764618434093,153,103,1.12899607403,R21,2009,103,0.941801189465,0.626056879324,1
2,48,117,0.923737916219,122,101,1.10323762981,R21,2009,101,1.09738846572,0.658777120316,1
3,135,110,0.904238618524,93,114,0.768796992481,R21,2009,110,0.973776223776,1.31852654388,0
4,92,113,0.886253630203,107,102,1.06096131301,R21,2009,102,0.98,0.959239130435,1
5,64,112,0.817893065114,59,115,1.58125,R21,2009,112,1.10556422257,0.969821673525,0
6,56,116,0.950819672131,97,104,1.2336621455,R21,2009,104,1.11236506379,1.12453032743,1
7,87,105,0.994700582936,141,106,0.7468719923,R21,2009,106,0.937293729373,0.816717791411,1
0,45,114,0.764030048608,125,117,0.891129032258,R22,2009,117,0.658777120316,0.973776223776,1
1,54,106,0.781986143187,94,107,1.25951164111,R22,2009,107,1.61841308298,0.937293729373,1
2,116,105,0.968441814596,99,110,0.929640718563,R22,2009,105,1.31852654388,0.816717791411,0
3,176,101,1.14421364985,104,103,1.15274081958,R22,2009,101,0.941801189465,1.09738846572,0
4,71,112,0.825975359343,67,113,0.884951679705,R22,2009,112,0.959239130435,0.969821673525,0
5,100,102,1.06618464961,92,116,0.932018681889,R22,2009,102,1.12453032743,0.98,0
6,114,115,1.54985119048,67,111,0.754951635191,R22,2009,115,0.626056879324,1.10556422257,0
7,100,118,1.22210300429,76,104,1.25029797378,R22,2009,118,1.11236506379,1.1865530303,0
880,120,103,1.0,64,114,1.0,R01,2010,103,0.742881072027,1.10462287105,0
881,94,105,1.0,125,107,1.0,R01,2010,107,1.2738292011,0.977903149976,1
882,117,110,1.0,61,111,1.0,R01,2010,110,0.746608315098,0.925471698113,0
883,82,117,1.0,114,102,1.0,R01,2010,102,1.0671957672,0.932971907344,1
884,96,115,1.0,88,116,1.0,R01,2010,115,0.931425752343,1.55705173636,0
885,82,112,1.0,96,113,1.0,R01,2010,113,0.886809269162,0.833746898263,1
886,129,104,1.0,93,118,1.0,R01,2010,104,1.22577319588,1.22272215973,0
887,62,101,1.0,118,106,1.0,R01,2010,106,0.773351040283,1.17607602012,1
0,88,103,1.875,107,102,1.39024390244,R02,2010,102,1.0671957672,1.10462287105,1
1,85,111,0.521367521368,86,104,1.38709677419,R02,2010,104,1.22272215973,0.746608315098,1
2,89,113,1.17073170732,86,117,0.719298245614,R02,2010,113,0.932971907344,0.886809269162,0
3,39,112,0.854166666667,143,115,1.09090909091,R02,2010,115,1.55705173636,0.833746898263,1
4,118,116,0.916666666667,75,101,0.525423728814,R02,2010,116,1.17607602012,0.931425752343,0
5,113,106,1.90322580645,69,105,0.752,R02,2010,106,0.977903149976,0.773351040283,0
6,120,118,0.720930232558,48,114,0.533333333333,R02,2010,118,0.742881072027,1.22577319588,0
7,100,107,1.32978723404,91,110,1.91803278689,R02,2010,107,0.925471698113,1.2738292011,0
